subclass,modality,sexrep,ncell,nreads,ratio
200 PAG-ND-PCG Onecut1 Gaba,H3K4me1,MaleA,471,2731027,5798.359
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27me3,MaleB,471,1957410,4155.86
076 MEA-BST Lhx6 Nfib Gaba,H3K4me1,MaleB,471,2629520,5582.845
199 PAG-MRN-RN Foxa2 Gaba,H3K4me1,FemaleA,471,1537952,3265.2908
082 CEA-BST Ebf1 Pdyn Gaba,H3K27me3,FemaleA,471,1119097,2376.0022
104 TU-ARH Otp Six6 Gaba,H3K27me3,MaleA,471,2018531,4285.6284
049 Lamp5 Gaba,H3K4me1,MaleB,474,3474772,7330.7427
152 RE-Xi Nox4 Glut,H3K27me3,MaleA,474,2867211,6048.9683
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K4me1,FemaleB,474,2882075,6080.327
050 Lamp5 Lhx6 Gaba,H3K4me1,MaleA,480,2841168,5919.1
031 CT SUB Glut,H3K27me3,MaleA,480,2352098,4900.204
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27ac,FemaleA,480,1239679,2582.6646
011 L2 IT ENT-po Glut,H3K9me3,MaleB,481,6146380,12778.337
114 COAa-PAA-MEA Barhl2 Glut,H3K27me3,FemaleA,482,1180121,2448.3838
064 STR-PAL Chst9 Gaba,H3K27ac,MaleB,483,1131208,2342.0457
101 ZI Pax6 Gaba,H3K9me3,FemaleB,483,2107073,4362.47
056 Sst Chodl Gaba,H3K9me3,MaleB,484,2520093,5206.8037
023 SUB-ProS Glut,H3K4me1,MaleB,484,3444042,7115.789
199 PAG-MRN-RN Foxa2 Gaba,H3K9me3,FemaleA,485,1833219,3779.833
152 RE-Xi Nox4 Glut,H3K9me3,MaleB,485,3649234,7524.194
129 VMH Nr5a1 Glut,H3K9me3,FemaleA,486,1267567,2608.1626
010 IT AON-TT-DP Glut,H3K27me3,MaleB,486,3388307,6971.825
010 IT AON-TT-DP Glut,H3K27me3,FemaleA,487,2219048,4556.567
039 OB Meis2 Thsd7b Gaba,H3K4me1,FemaleA,488,1070394,2193.4304
010 IT AON-TT-DP Glut,H3K27ac,MaleA,488,1553047,3182.4734
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27me3,MaleB,489,2630961,5380.2886
050 Lamp5 Lhx6 Gaba,H3K9me3,FemaleB,489,2776550,5678.0166
045 OB-STR-CTX Inh IMN,H3K4me1,MaleA,490,3733420,7619.2246
076 MEA-BST Lhx6 Nfib Gaba,H3K9me3,MaleB,490,3038572,6201.1675
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27ac,MaleA,492,2332443,4740.738
126 ARH-PVp Tbx3 Glut,H3K27ac,MaleA,492,1002940,2038.496
003 L5/6 IT TPE-ENT Glut,H3K4me1,FemaleB,493,2010998,4079.1035
033 NP SUB Glut,H3K27ac,MaleA,493,1453176,2947.6187
046 Vip Gaba,H3K9me3,MaleA,495,2748504,5552.533
086 MPO-ADP Lhx8 Gaba,H3K9me3,FemaleB,497,2517314,5065.018
214 IPN Otp Crisp1 Gaba,H3K27me3,MaleB,498,1452485,2916.6365
039 OB Meis2 Thsd7b Gaba,H3K27me3,MaleB,499,1136462,2277.479
048 RHP-COA Ndnf Gaba,H3K4me1,FemaleA,500,1845842,3691.684
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K9me3,FemaleA,500,1412275,2824.55
048 RHP-COA Ndnf Gaba,H3K9me3,FemaleA,500,1751711,3503.422
197 SNr Six3 Gaba,H3K9me3,FemaleB,500,4717133,9434.266
156 MB-ant-ve Dmrta2 Glut,H3K9me3,FemaleB,500,4152840,8305.68
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27ac,MaleA,501,1086089,2167.8423
023 SUB-ProS Glut,H3K9me3,MaleB,501,3822860,7630.459
108 ARH-PVp Tbx3 Gaba,H3K27me3,MaleA,502,3704710,7379.9004
014 LA-BLA-BMA-PA Glut,H3K4me1,MaleA,506,3749913,7410.895
023 SUB-ProS Glut,H3K27ac,MaleB,506,1490524,2945.6997
005 L5 IT CTX Glut,H3K27ac,MaleB,507,788674,1555.5701
011 L2 IT ENT-po Glut,H3K27ac,MaleA,507,3205969,6323.41
011 L2 IT ENT-po Glut,H3K27me3,FemaleB,509,3133529,6156.2456
082 CEA-BST Ebf1 Pdyn Gaba,H3K4me1,FemaleA,509,1957255,3845.2947
119 SI-MA-LPO-LHA Skor1 Glut,H3K4me1,MaleB,510,2933605,5752.1665
074 MEA-BST Lhx6 Sp9 Gaba,H3K9me3,MaleA,511,3300754,6459.4014
199 PAG-MRN-RN Foxa2 Gaba,H3K27ac,MaleB,512,3759381,7342.541
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K4me1,MaleA,513,2421103,4719.499
025 CA2-FC-IG Glut,H3K27me3,FemaleA,515,2732775,5306.3594
023 SUB-ProS Glut,H3K27me3,MaleA,517,2247238,4346.6885
180 SCiw Pitx2 Glut,H3K9me3,FemaleB,519,4180447,8054.811
114 COAa-PAA-MEA Barhl2 Glut,H3K9me3,FemaleA,520,2402996,4621.146
022 L5 ET CTX Glut,H3K27me3,FemaleB,520,6554325,12604.471
119 SI-MA-LPO-LHA Skor1 Glut,H3K9me3,MaleB,521,3232479,6204.3745
054 STR Prox1 Lhx6 Gaba,H3K4me1,FemaleB,521,2809034,5391.62
094 SCH Six6 Cdc14a Gaba,H3K9me3,MaleB,522,2993945,5735.527
152 RE-Xi Nox4 Glut,H3K4me1,FemaleA,524,1969888,3759.3281
073 MEA-BST Sox6 Gaba,H3K27me3,FemaleA,526,1410359,2681.2908
086 MPO-ADP Lhx8 Gaba,H3K4me1,MaleB,530,2024657,3820.1077
015 ENTmv-PA-COAp Glut,H3K27me3,FemaleA,530,1325328,2500.619
097 PVHd-SBPV Six3 Prox1 Gaba,H3K4me1,FemaleA,532,1100134,2067.9211
197 SNr Six3 Gaba,H3K4me1,FemaleB,532,2409286,4528.733
049 Lamp5 Gaba,H3K9me3,MaleB,534,2884443,5401.5786
090 BST-MPN Six3 Nrgn Gaba,H3K4me1,FemaleA,535,1122989,2099.045
142 HY Gnrh1 Glut,H3K27ac,FemaleB,535,1330097,2486.1626
214 IPN Otp Crisp1 Gaba,H3K27me3,FemaleA,536,1699341,3170.4124
010 IT AON-TT-DP Glut,H3K4me1,FemaleB,538,2697762,5014.4277
052 Pvalb Gaba,H3K4me1,FemaleB,540,2448029,4533.387
046 Vip Gaba,H3K27ac,MaleB,540,1263147,2339.1611
012 MEA Slc17a7 Glut,H3K4me1,FemaleA,540,2271954,4207.3223
082 CEA-BST Ebf1 Pdyn Gaba,H3K9me3,FemaleA,541,2313944,4277.1606
113 MEA-COA-BMA Ccdc42 Glut,H3K27ac,MaleA,542,1618365,2985.9133
214 IPN Otp Crisp1 Gaba,H3K9me3,MaleA,542,3259969,6014.703
054 STR Prox1 Lhx6 Gaba,H3K27me3,FemaleA,543,2161611,3980.8674
073 MEA-BST Sox6 Gaba,H3K9me3,FemaleA,543,2396419,4413.2944
086 MPO-ADP Lhx8 Gaba,H3K27ac,FemaleA,543,5248454,9665.661
214 IPN Otp Crisp1 Gaba,H3K4me1,MaleA,543,3492956,6432.6997
126 ARH-PVp Tbx3 Glut,H3K4me1,MaleA,543,2716234,5002.2725
039 OB Meis2 Thsd7b Gaba,H3K27me3,MaleA,544,1260143,2316.4395
046 Vip Gaba,H3K4me1,FemaleB,545,2905583,5331.3447
114 COAa-PAA-MEA Barhl2 Glut,H3K4me1,FemaleA,546,2386084,4370.117
108 ARH-PVp Tbx3 Gaba,H3K4me1,FemaleB,548,4386796,8005.102
107 DMH Hmx2 Gaba,H3K27me3,FemaleA,549,2607007,4748.6465
120 MEA Otp Foxp2 Glut,H3K27me3,MaleB,549,5492723,10004.96
025 CA2-FC-IG Glut,H3K27ac,MaleA,550,1732651,3150.2747
073 MEA-BST Sox6 Gaba,H3K27me3,MaleA,551,3077970,5586.1523
200 PAG-ND-PCG Onecut1 Gaba,H3K27ac,MaleA,552,1397312,2531.3623
152 RE-Xi Nox4 Glut,H3K4me1,MaleB,553,3249049,5875.3145
006 L4/5 IT CTX Glut,H3K4me1,FemaleB,554,3521585,6356.652
030 L6 CT CTX Glut,H3K9me3,FemaleA,555,2062170,3715.6216
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K9me3,MaleA,557,3793872,6811.2603
074 MEA-BST Lhx6 Sp9 Gaba,H3K9me3,MaleB,558,3358464,6018.753
050 Lamp5 Lhx6 Gaba,H3K27me3,FemaleA,559,2229491,3988.356
197 SNr Six3 Gaba,H3K4me1,FemaleA,560,2079141,3712.7517
003 L5/6 IT TPE-ENT Glut,H3K4me1,MaleB,560,4604556,8222.422
073 MEA-BST Sox6 Gaba,H3K4me1,FemaleA,564,2474214,4386.9043
003 L5/6 IT TPE-ENT Glut,H3K27me3,FemaleB,564,2738400,4855.3193
197 SNr Six3 Gaba,H3K9me3,FemaleA,564,2324301,4121.101
159 IF-RL-CLI-PAG Foxa1 Glut,H3K9me3,FemaleB,565,5060625,8956.858
202 PRT Tcf7l2 Gaba,H3K27ac,MaleB,566,1782831,3149.8782
094 SCH Six6 Cdc14a Gaba,H3K4me1,FemaleA,566,1064232,1880.2686
025 CA2-FC-IG Glut,H3K4me1,MaleB,569,4007929,7043.812
074 MEA-BST Lhx6 Sp9 Gaba,H3K4me1,MaleB,569,3431416,6030.608
007 L2/3 IT CTX Glut,H3K9me3,FemaleA,569,2641780,4642.847
133 PVH-SO-PVa Otp Glut,H3K27me3,MaleA,572,2523094,4411.0034
004 L6 IT CTX Glut,H3K27me3,FemaleB,572,5180450,9056.73
126 ARH-PVp Tbx3 Glut,H3K9me3,MaleB,573,3431160,5988.063
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K4me1,MaleA,574,2955915,5149.6777
089 PVR Six3 Sox3 Gaba,H3K4me1,FemaleA,575,1882214,3273.4158
003 L5/6 IT TPE-ENT Glut,H3K9me3,FemaleB,577,4655039,8067.6587
050 Lamp5 Lhx6 Gaba,H3K4me1,FemaleB,577,3367366,5835.9897
156 MB-ant-ve Dmrta2 Glut,H3K4me1,FemaleB,579,2339755,4041.0276
099 SBPV-PVa Six6 Satb2 Gaba,H3K4me1,FemaleA,581,1066962,1836.4235
050 Lamp5 Lhx6 Gaba,H3K9me3,MaleB,581,3419554,5885.6353
052 Pvalb Gaba,H3K27me3,FemaleB,582,3515574,6040.5054
007 L2/3 IT CTX Glut,H3K4me1,FemaleB,582,3469274,5960.9517
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27ac,MaleA,582,1227752,2109.5396
023 SUB-ProS Glut,H3K27me3,FemaleA,583,3581984,6144.0547
050 Lamp5 Lhx6 Gaba,H3K27me3,MaleA,585,2343617,4006.1829
050 Lamp5 Lhx6 Gaba,H3K27ac,MaleB,588,1749591,2975.4949
079 CEA-BST Six3 Cyp26b1 Gaba,H3K4me1,FemaleA,590,2247787,3809.8086
038 DG-PIR Ex IMN,H3K27me3,FemaleB,590,1773213,3005.4458
159 IF-RL-CLI-PAG Foxa1 Glut,H3K4me1,FemaleB,590,2561903,4342.2085
101 ZI Pax6 Gaba,H3K27me3,MaleB,592,2524579,4264.4917
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27ac,MaleA,592,1253355,2117.1538
197 SNr Six3 Gaba,H3K27ac,MaleB,593,2091432,3526.8667
012 MEA Slc17a7 Glut,H3K27me3,FemaleA,594,1323742,2228.522
047 Sncg Gaba,H3K9me3,FemaleA,596,2432219,4080.9043
133 PVH-SO-PVa Otp Glut,H3K4me1,FemaleA,596,1402334,2352.9094
094 SCH Six6 Cdc14a Gaba,H3K4me1,MaleB,596,1942727,3259.6091
202 PRT Tcf7l2 Gaba,H3K9me3,MaleB,597,1986683,3327.777
047 Sncg Gaba,H3K27me3,MaleA,599,2505015,4181.995
012 MEA Slc17a7 Glut,H3K9me3,FemaleA,599,2600868,4342.0166
022 L5 ET CTX Glut,H3K9me3,MaleA,599,2406351,4017.2805
050 Lamp5 Lhx6 Gaba,H3K4me1,MaleB,600,4312572,7187.62
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27me3,MaleA,600,3366441,5610.735
049 Lamp5 Gaba,H3K27ac,FemaleA,601,1704890,2836.7554
180 SCiw Pitx2 Glut,H3K4me1,FemaleB,602,2571852,4272.179
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K4me1,FemaleB,602,3136444,5210.04
050 Lamp5 Lhx6 Gaba,H3K27ac,MaleA,604,1925523,3187.952
113 MEA-COA-BMA Ccdc42 Glut,H3K9me3,FemaleB,604,3086344,5109.841
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K4me1,FemaleA,605,1445889,2389.8992
005 L5 IT CTX Glut,H3K27ac,FemaleA,607,1668623,2748.967
026 NLOT Rho Glut,H3K27ac,FemaleA,607,2117428,3488.3494
030 L6 CT CTX Glut,H3K27me3,FemaleB,610,5840672,9574.872
012 MEA Slc17a7 Glut,H3K9me3,MaleA,611,3378713,5529.8086
126 ARH-PVp Tbx3 Glut,H3K27me3,MaleA,612,2445740,3996.3071
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K9me3,FemaleB,612,2770652,4527.209
047 Sncg Gaba,H3K27ac,MaleB,613,1441446,2351.4617
054 STR Prox1 Lhx6 Gaba,H3K9me3,FemaleA,613,2201658,3591.6118
108 ARH-PVp Tbx3 Gaba,H3K9me3,FemaleB,614,3709554,6041.6187
120 MEA Otp Foxp2 Glut,H3K9me3,MaleB,616,5069019,8228.927
054 STR Prox1 Lhx6 Gaba,H3K4me1,FemaleA,618,2574642,4166.0874
003 L5/6 IT TPE-ENT Glut,H3K9me3,MaleB,619,4955514,8005.677
113 MEA-COA-BMA Ccdc42 Glut,H3K4me1,FemaleB,621,3524675,5675.805
214 IPN Otp Crisp1 Gaba,H3K9me3,MaleB,624,1814281,2907.5017
009 L2/3 IT PIR-ENTl Glut,H3K4me1,FemaleB,624,3195714,5121.3364
050 Lamp5 Lhx6 Gaba,H3K27me3,MaleB,625,1770877,2833.4033
052 Pvalb Gaba,H3K4me1,MaleA,625,3542556,5668.09
031 CT SUB Glut,H3K27me3,FemaleA,626,1316986,2103.8115
133 PVH-SO-PVa Otp Glut,H3K9me3,MaleB,627,4054020,6465.7417
011 L2 IT ENT-po Glut,H3K9me3,MaleA,627,5839799,9313.874
104 TU-ARH Otp Six6 Gaba,H3K9me3,MaleB,627,3690840,5886.5073
074 MEA-BST Lhx6 Sp9 Gaba,H3K27ac,FemaleA,627,1516594,2418.8103
107 DMH Hmx2 Gaba,H3K27ac,MaleA,631,1665101,2638.8289
108 ARH-PVp Tbx3 Gaba,H3K27ac,MaleB,635,5302501,8350.3955
030 L6 CT CTX Glut,H3K4me1,FemaleA,635,3306331,5206.8203
054 STR Prox1 Lhx6 Gaba,H3K27me3,MaleA,636,2689266,4228.406
025 CA2-FC-IG Glut,H3K27me3,MaleA,636,3175759,4993.3315
047 Sncg Gaba,H3K4me1,FemaleA,637,2811666,4413.9185
047 Sncg Gaba,H3K27me3,MaleB,640,2192069,3425.108
004 L6 IT CTX Glut,H3K9me3,FemaleA,640,2180253,3406.6453
079 CEA-BST Six3 Cyp26b1 Gaba,H3K9me3,FemaleA,642,2496703,3888.9456
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27me3,FemaleA,643,2683154,4172.8677
108 ARH-PVp Tbx3 Gaba,H3K27ac,MaleA,645,3275521,5078.327
052 Pvalb Gaba,H3K27ac,MaleB,646,1531961,2371.4565
104 TU-ARH Otp Six6 Gaba,H3K4me1,MaleB,648,2367896,3654.1604
030 L6 CT CTX Glut,H3K27ac,MaleA,648,1712308,2642.4507
007 L2/3 IT CTX Glut,H3K9me3,MaleB,648,2224834,3433.3857
129 VMH Nr5a1 Glut,H3K9me3,FemaleB,649,2917312,4495.088
107 DMH Hmx2 Gaba,H3K4me1,MaleA,650,4733931,7282.9707
129 VMH Nr5a1 Glut,H3K4me1,FemaleB,650,3375492,5193.0645
139 PH-LHA Foxb1 Glut,H3K4me1,FemaleA,651,2281437,3504.5115
086 MPO-ADP Lhx8 Gaba,H3K9me3,FemaleA,653,3778175,5785.873
120 MEA Otp Foxp2 Glut,H3K27me3,FemaleA,653,2725573,4173.925
120 MEA Otp Foxp2 Glut,H3K4me1,MaleB,654,6140845,9389.671
052 Pvalb Gaba,H3K9me3,FemaleB,655,4788811,7311.1616
139 PH-LHA Foxb1 Glut,H3K9me3,FemaleA,660,2425599,3675.15
202 PRT Tcf7l2 Gaba,H3K9me3,MaleA,660,4912391,7443.0166
195 SNr-VTA Pax5 Npas1 Gaba,H3K4me1,FemaleB,665,2958506,4448.8813
045 OB-STR-CTX Inh IMN,H3K4me1,FemaleB,665,5212682,7838.6196
195 SNr-VTA Pax5 Npas1 Gaba,H3K9me3,FemaleB,669,6362706,9510.771
011 L2 IT ENT-po Glut,H3K27me3,MaleA,669,5632525,8419.32
050 Lamp5 Lhx6 Gaba,H3K9me3,FemaleA,670,2401510,3584.3433
025 CA2-FC-IG Glut,H3K9me3,MaleB,672,4310248,6414.0596
049 Lamp5 Gaba,H3K27me3,MaleB,672,1933302,2876.9375
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27me3,FemaleA,672,1476088,2196.5596
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27me3,MaleA,677,2974287,4393.334
006 L4/5 IT CTX Glut,H3K4me1,FemaleA,677,4274193,6313.431
030 L6 CT CTX Glut,H3K9me3,MaleB,680,2892101,4253.09
014 LA-BLA-BMA-PA Glut,H3K27ac,MaleB,682,2729596,4002.34
052 Pvalb Gaba,H3K4me1,MaleB,685,5252674,7668.137
004 L6 IT CTX Glut,H3K4me1,MaleB,688,3396204,4936.3433
010 IT AON-TT-DP Glut,H3K9me3,MaleA,692,5690404,8223.127
049 Lamp5 Gaba,H3K4me1,FemaleA,694,2809629,4048.4568
101 ZI Pax6 Gaba,H3K4me1,MaleA,695,3728019,5364.056
039 OB Meis2 Thsd7b Gaba,H3K27ac,FemaleA,701,1538569,2194.8203
047 Sncg Gaba,H3K27ac,FemaleA,702,2219896,3162.245
049 Lamp5 Gaba,H3K9me3,FemaleA,702,2312059,3293.5312
010 IT AON-TT-DP Glut,H3K4me1,MaleB,702,3181674,4532.2993
009 L2/3 IT PIR-ENTl Glut,H3K27me3,FemaleB,705,3938868,5587.047
133 PVH-SO-PVa Otp Glut,H3K4me1,MaleB,706,2764622,3915.8953
046 Vip Gaba,H3K4me1,MaleB,706,4616668,6539.19
064 STR-PAL Chst9 Gaba,H3K4me1,MaleA,706,3972171,5626.3047
200 PAG-ND-PCG Onecut1 Gaba,H3K27me3,MaleA,707,3054544,4320.43
050 Lamp5 Lhx6 Gaba,H3K4me1,FemaleA,709,2968267,4186.554
032 L5 NP CTX Glut,H3K27me3,MaleB,712,1942547,2728.2964
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27me3,FemaleA,714,2693302,3772.1316
008 L2/3 IT ENT Glut,H3K27ac,FemaleB,714,2477321,3469.6372
104 TU-ARH Otp Six6 Gaba,H3K4me1,FemaleA,716,1476496,2062.1453
197 SNr Six3 Gaba,H3K27me3,FemaleA,722,2526221,3498.9211
202 PRT Tcf7l2 Gaba,H3K4me1,MaleA,723,4247717,5875.1274
011 L2 IT ENT-po Glut,H3K27ac,MaleB,723,3651502,5050.487
046 Vip Gaba,H3K27ac,FemaleA,724,2404676,3321.3757
012 MEA Slc17a7 Glut,H3K4me1,MaleB,726,4777185,6580.1445
202 PRT Tcf7l2 Gaba,H3K27me3,MaleB,726,2269993,3126.7122
045 OB-STR-CTX Inh IMN,H3K9me3,FemaleB,729,6109062,8380.058
022 L5 ET CTX Glut,H3K27ac,MaleA,730,2826557,3871.9958
009 L2/3 IT PIR-ENTl Glut,H3K4me1,MaleB,733,7019211,9576.004
197 SNr Six3 Gaba,H3K27ac,MaleA,736,2143392,2912.2173
046 Vip Gaba,H3K27ac,MaleA,742,2306809,3108.907
009 L2/3 IT PIR-ENTl Glut,H3K9me3,FemaleB,743,7129351,9595.358
004 L6 IT CTX Glut,H3K4me1,FemaleA,744,2957479,3975.1062
012 MEA Slc17a7 Glut,H3K9me3,MaleB,744,4490886,6036.137
126 ARH-PVp Tbx3 Glut,H3K4me1,MaleB,745,2770311,3718.5383
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K9me3,MaleB,745,4822290,6472.8726
003 L5/6 IT TPE-ENT Glut,H3K27ac,MaleA,747,3020943,4044.1003
003 L5/6 IT TPE-ENT Glut,H3K27ac,MaleB,751,1980899,2637.6816
197 SNr Six3 Gaba,H3K27ac,FemaleA,751,1849250,2462.3835
082 CEA-BST Ebf1 Pdyn Gaba,H3K4me1,MaleB,755,4643239,6149.9854
063 STR D1 Sema5a Gaba,H3K9me3,MaleA,758,5442117,7179.5737
054 STR Prox1 Lhx6 Gaba,H3K4me1,MaleB,762,4325174,5676.0815
028 L6b/CT ENT Glut,H3K4me1,MaleA,764,3930887,5145.14
202 PRT Tcf7l2 Gaba,H3K4me1,MaleB,766,3891613,5080.4346
129 VMH Nr5a1 Glut,H3K4me1,MaleA,768,3749110,4881.654
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27me3,MaleA,771,3340512,4332.7
025 CA2-FC-IG Glut,H3K4me1,FemaleA,771,3971068,5150.542
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27me3,MaleA,772,3285834,4256.2617
126 ARH-PVp Tbx3 Glut,H3K4me1,FemaleA,773,1583535,2048.5576
025 CA2-FC-IG Glut,H3K4me1,MaleA,773,4170032,5394.608
046 Vip Gaba,H3K9me3,MaleB,774,3926436,5072.9146
129 VMH Nr5a1 Glut,H3K27me3,FemaleA,780,3573515,4581.4297
195 SNr-VTA Pax5 Npas1 Gaba,H3K27ac,MaleB,781,2503342,3205.3035
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27ac,MaleB,783,3116063,3979.6462
101 ZI Pax6 Gaba,H3K27ac,MaleA,783,1575506,2012.1405
195 SNr-VTA Pax5 Npas1 Gaba,H3K4me1,FemaleA,783,2915898,3724.0076
052 Pvalb Gaba,H3K9me3,MaleB,786,5262552,6695.359
025 CA2-FC-IG Glut,H3K4me1,FemaleB,791,3797440,4800.809
129 VMH Nr5a1 Glut,H3K27me3,MaleB,793,3574301,4507.3154
114 COAa-PAA-MEA Barhl2 Glut,H3K9me3,MaleA,793,4844864,6109.5386
025 CA2-FC-IG Glut,H3K9me3,FemaleA,793,4520855,5700.952
082 CEA-BST Ebf1 Pdyn Gaba,H3K9me3,MaleA,795,4623085,5815.201
004 L6 IT CTX Glut,H3K9me3,MaleA,795,4106100,5164.906
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27me3,MaleA,798,4842170,6067.8823
082 CEA-BST Ebf1 Pdyn Gaba,H3K9me3,MaleB,799,4947173,6191.706
202 PRT Tcf7l2 Gaba,H3K4me1,FemaleA,799,2722792,3407.7498
003 L5/6 IT TPE-ENT Glut,H3K9me3,MaleA,800,4977323,6221.654
049 Lamp5 Gaba,H3K27me3,MaleA,801,2625118,3277.3008
197 SNr Six3 Gaba,H3K27me3,MaleA,802,3403371,4243.605
139 PH-LHA Foxb1 Glut,H3K4me1,FemaleB,802,3701039,4614.7617
135 STN-PSTN Pitx2 Glut,H3K27me3,FemaleB,804,3446519,4286.7153
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K4me1,MaleB,805,3206521,3983.2559
047 Sncg Gaba,H3K27me3,FemaleA,807,2791170,3458.699
197 SNr Six3 Gaba,H3K27me3,MaleB,807,2477422,3069.9158
214 IPN Otp Crisp1 Gaba,H3K4me1,MaleB,809,4568690,5647.33
202 PRT Tcf7l2 Gaba,H3K27ac,MaleA,809,2024069,2501.9395
009 L2/3 IT PIR-ENTl Glut,H3K9me3,MaleB,811,7148808,8814.807
023 SUB-ProS Glut,H3K27ac,MaleA,812,2336058,2876.9187
003 L5/6 IT TPE-ENT Glut,H3K27me3,MaleB,814,3591249,4411.854
195 SNr-VTA Pax5 Npas1 Gaba,H3K27ac,MaleA,814,2409430,2959.9878
006 L4/5 IT CTX Glut,H3K27me3,FemaleB,816,10031857,12293.942
054 STR Prox1 Lhx6 Gaba,H3K9me3,MaleB,819,4144630,5060.598
006 L4/5 IT CTX Glut,H3K9me3,MaleB,820,3451939,4209.6816
107 DMH Hmx2 Gaba,H3K27me3,MaleB,823,5991369,7279.9136
215 SNc-VTA-RAmb Foxa1 Dopa,H3K4me1,FemaleB,823,4144246,5035.5356
114 COAa-PAA-MEA Barhl2 Glut,H3K9me3,MaleB,826,5229102,6330.632
159 IF-RL-CLI-PAG Foxa1 Glut,H3K9me3,MaleB,826,2638884,3194.775
195 SNr-VTA Pax5 Npas1 Gaba,H3K9me3,FemaleA,827,3363164,4066.7039
139 PH-LHA Foxb1 Glut,H3K9me3,FemaleB,828,7659556,9250.672
180 SCiw Pitx2 Glut,H3K4me1,MaleB,828,3814818,4607.268
045 OB-STR-CTX Inh IMN,H3K9me3,MaleA,828,9515789,11492.499
030 L6 CT CTX Glut,H3K27ac,FemaleA,839,2574180,3068.1526
004 L6 IT CTX Glut,H3K27ac,MaleA,842,2001690,2377.304
114 COAa-PAA-MEA Barhl2 Glut,H3K4me1,MaleB,842,5939610,7054.1685
025 CA2-FC-IG Glut,H3K9me3,FemaleB,847,4962625,5859.0615
011 L2 IT ENT-po Glut,H3K27me3,MaleB,850,6236364,7336.899
039 OB Meis2 Thsd7b Gaba,H3K27me3,FemaleA,851,1776636,2087.7039
014 LA-BLA-BMA-PA Glut,H3K27ac,MaleA,853,3394654,3979.6648
010 IT AON-TT-DP Glut,H3K4me1,MaleA,854,4912902,5752.8125
180 SCiw Pitx2 Glut,H3K9me3,MaleB,854,2662402,3117.5667
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K4me1,MaleB,858,2961729,3451.8987
009 L2/3 IT PIR-ENTl Glut,H3K27ac,MaleB,858,2842764,3313.2449
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K9me3,MaleB,861,5597057,6500.647
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27ac,FemaleA,869,3639914,4188.6235
215 SNc-VTA-RAmb Foxa1 Dopa,H3K9me3,FemaleB,870,8229332,9459.002
180 SCiw Pitx2 Glut,H3K27me3,FemaleA,870,2830313,3253.2334
004 L6 IT CTX Glut,H3K9me3,MaleB,871,4622444,5307.054
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K4me1,FemaleA,875,1868468,2135.392
215 SNc-VTA-RAmb Foxa1 Dopa,H3K9me3,FemaleA,875,2993869,3421.5645
195 SNr-VTA Pax5 Npas1 Gaba,H3K27me3,FemaleA,875,2919824,3336.9417
010 IT AON-TT-DP Glut,H3K9me3,MaleB,878,2659976,3029.5854
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K9me3,MaleB,881,5619754,6378.8354
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27me3,MaleB,881,5980972,6788.8447
064 STR-PAL Chst9 Gaba,H3K27me3,FemaleB,882,5490269,6224.795
053 Sst Gaba,H3K27me3,FemaleB,885,4722717,5336.4033
195 SNr-VTA Pax5 Npas1 Gaba,H3K27me3,MaleA,886,3823784,4315.783
063 STR D1 Sema5a Gaba,H3K27me3,FemaleB,890,4738781,5324.473
107 DMH Hmx2 Gaba,H3K27me3,MaleA,890,4810129,5404.639
101 ZI Pax6 Gaba,H3K4me1,FemaleA,893,1934848,2166.683
007 L2/3 IT CTX Glut,H3K4me1,FemaleA,895,5646215,6308.62
019 L2/3 IT PPP Glut,H3K4me1,MaleA,895,4560885,5095.961
023 SUB-ProS Glut,H3K4me1,FemaleA,896,3008352,3357.5356
